TOTAL,SNA,MONTH,COUNTY,SSI,ADC,YEAR,PLAN NAME,NYSoH
19316,4977,MARCH,Nassau,2665,11674,2014,HIP of Greater New York,
26518,5439,MARCH,Nassau,1948,19131,2014,NYS Catholic Health Plan,
28036,6456,MARCH,Nassau,2279,19301,2014,United Healthcare Plan of NY,
10208,1835,MARCH,Niagara,1514,6859,2014,Independent Health Association,
16202,3153,MARCH,Niagara,1725,11324,2014,NYS Catholic Health Plan,
638,172,MARCH,Niagara,137,329,2014,United Healthcare Plan of NY,
7465,1309,MARCH,Oneida,941,5215,2014,Excellus Health Plan,
26263,3719,MARCH,Oneida,3327,19217,2014,NYS Catholic Health Plan,
4220,757,MARCH,Oneida,563,2900,2014,United Healthcare Plan of NY,
9010,1369,MARCH,Onondaga,988,6653,2014,Excellus Health Plan,
19308,2855,MARCH,Onondaga,2125,14328,2014,NYS Catholic Health Plan,
24778,3519,MARCH,Onondaga,3973,17286,2014,Today's Options,
8861,1568,MARCH,Onondaga,1121,6172,2014,United Healthcare Plan of NY,
8698,1244,MARCH,Ontario,916,6538,2014,Excellus Health Plan,
661,95,MARCH,Ontario,106,460,2014,MVP Health Plan,
284,75,MARCH,Ontario,29,180,2014,NYS Catholic Health Plan,
2,1,MARCH,Ontario,1,0,2014,United Healthcare Plan of NY,
15794,2247,MARCH,Orange,1437,12110,2014,Affinity Health Plan,
14405,2190,MARCH,Orange,1506,10709,2014,Hudson Health Plan,
20529,1192,MARCH,Orange,751,18586,2014,NYS Catholic Health Plan,
546,169,MARCH,Orange,51,326,2014,United Healthcare Plan of NY,
1847,375,MARCH,Orange,248,1224,2014,Wellcare of New York,
2228,359,MARCH,Orleans,207,1662,2014,Excellus Health Plan,
1194,235,MARCH,Orleans,143,816,2014,HealthNow,
2341,440,MARCH,Orleans,171,1730,2014,NYS Catholic Health Plan,
8,0,MARCH,Oswego,0,8,2014,Excellus Health Plan,
13334,2027,MARCH,Oswego,1385,9922,2014,NYS Catholic Health Plan,
6514,1141,MARCH,Oswego,735,4638,2014,United Healthcare Plan of NY,
3180,508,MARCH,Otsego,347,2325,2014,Excellus Health Plan,
2706,528,MARCH,Otsego,270,1908,2014,NYS Catholic Health Plan,
129,31,MARCH,Putnam,34,64,2014,Amerigroup,
3426,554,MARCH,Putnam,349,2523,2014,NYS Catholic Health Plan,
13754,2191,MARCH,Rensselaer,1872,9691,2014,Capital District Physicians Health Plan,
4540,809,MARCH,Rensselaer,510,3221,2014,NYS Catholic Health Plan,
52,18,MARCH,Rensselaer,3,31,2014,United Healthcare Plan of NY,
811,159,MARCH,Rensselaer,131,521,2014,Wellcare of New York,
5273,1135,MARCH,Rockland,527,3611,2014,Affinity Health Plan,
10534,1325,MARCH,Rockland,581,8628,2014,Hudson Health Plan,
41275,2811,MARCH,Rockland,1096,37368,2014,NYS Catholic Health Plan,
722,272,MARCH,Rockland,49,401,2014,United Healthcare Plan of NY,
2185,252,MARCH,Rockland,112,1821,2014,Wellcare of New York,
11,1,MARCH,St Lawrence,0,10,2014,Excellus Health Plan,
9687,1523,MARCH,St Lawrence,836,7328,2014,NYS Catholic Health Plan,
3969,788,MARCH,St Lawrence,361,2820,2014,United Healthcare Plan of NY,
9699,1785,MARCH,Saratoga,1176,6738,2014,Capital District Physicians Health Plan,
4987,870,MARCH,Saratoga,368,3749,2014,NYS Catholic Health Plan,
11668,1587,MARCH,Schenectady,1892,8189,2014,Capital District Physicians Health Plan,
11331,1910,MARCH,Schenectady,1286,8135,2014,NYS Catholic Health Plan,
2099,405,MARCH,Schoharie,184,1510,2014,Capital District Physicians Health Plan,
1387,276,MARCH,Schoharie,107,1004,2014,NYS Catholic Health Plan,
3,0,MARCH,Schuyler,0,3,2014,Excellus Health Plan,
2152,476,MARCH,Schuyler,159,1517,2014,NYS Catholic Health Plan,
3719,539,MARCH,Seneca,435,2745,2014,Excellus Health Plan,
12,3,MARCH,Seneca,6,3,2014,United Healthcare Plan of NY,
33,8,MARCH,Steuben,2,23,2014,Excellus Health Plan,
11616,1927,MARCH,Steuben,1293,8396,2014,NYS Catholic Health Plan,
20465,3375,MARCH,Suffolk,1445,15645,2014,Affinity Health Plan,
41243,5472,MARCH,Suffolk,3439,32332,2014,HealthFirst PHSP,
18611,4789,MARCH,Suffolk,2237,11585,2014,HIP of Greater New York,
27984,5520,MARCH,Suffolk,2250,20214,2014,NYS Catholic Health Plan,
32796,7510,MARCH,Suffolk,2710,22576,2014,United Healthcare Plan of NY,
9186,1281,MARCH,Sullivan,989,6916,2014,Hudson Health Plan,
3307,510,MARCH,Sullivan,300,2497,2014,NYS Catholic Health Plan,
1666,241,MARCH,Tioga,146,1279,2014,Capital District Physicians Health Plan,
3340,451,MARCH,Tioga,251,2638,2014,NYS Catholic Health Plan,
303,74,MARCH,Tioga,34,195,2014,United Healthcare Plan of NY,
447,107,MARCH,Tompkins,25,315,2014,Excellus Health Plan,
2248,501,MARCH,Tompkins,241,1506,2014,NYS Catholic Health Plan,
5066,794,MARCH,Tompkins,530,3742,2014,Today's Options,
11246,2436,MARCH,Ulster,1212,7598,2014,Hudson Health Plan,
6081,1078,MARCH,Ulster,518,4485,2014,NYS Catholic Health Plan,
322,131,MARCH,Ulster,26,165,2014,United Healthcare Plan of NY,
2765,463,MARCH,Ulster,425,1877,2014,Wellcare of New York,
5011,634,MARCH,Warren,449,3928,2014,NYS Catholic Health Plan,
631,134,MARCH,Warren,67,430,2014,United Healthcare Plan of NY,
2759,384,MARCH,Washington,358,2017,2014,Capital District Physicians Health Plan,
4154,480,MARCH,Washington,427,3247,2014,NYS Catholic Health Plan,
8426,1041,MARCH,Wayne,1029,6356,2014,Excellus Health Plan,
1376,221,MARCH,Wayne,167,988,2014,NYS Catholic Health Plan,
8,0,MARCH,Wayne,3,5,2014,United Healthcare Plan of NY,
16159,3653,MARCH,Westchester,1496,11010,2014,Affinity Health Plan,
8438,1984,MARCH,Westchester,1142,5312,2014,HIP of Greater New York,
51531,7205,MARCH,Westchester,3906,40420,2014,Hudson Health Plan,
21525,5540,MARCH,Westchester,1667,14318,2014,NYS Catholic Health Plan,
1964,706,MARCH,Westchester,220,1038,2014,United Healthcare Plan of NY,
2001,329,MARCH,Wyoming,93,1579,2014,HealthNow,
1008,181,MARCH,Wyoming,49,778,2014,NYS Catholic Health Plan,
2567,351,MARCH,Yates,271,1945,2014,Excellus Health Plan,
28076,5759,MARCH,Albany,2717,11129,2015,Capital District Physicians Health Plan,8471
341,8,MARCH,Albany,8,15,2015,MVP Health Plan,310
10700,2497,MARCH,Albany,745,3756,2015,NYS Catholic Health Plan,3702
702,75,MARCH,Albany,44,132,2015,United Healthcare Plan of NY,451
2452,463,MARCH,Albany,238,799,2015,Wellcare of New York,952
2488,803,MARCH,Allegany,328,1176,2015,HealthNow,181
1915,332,MARCH,Allegany,93,541,2015,NYS Catholic Health Plan,949
2662,713,MARCH,Allegany,205,1080,2015,Univera Community Health,664
1027,88,MARCH,Broome,64,134,2015,Capital District Physicians Health Plan,741
25936,7373,MARCH,Broome,3066,11558,2015,Excellus Health Plan,3939
6899,1578,MARCH,Broome,827,2571,2015,NYS Catholic Health Plan,1923
1216,213,MARCH,Broome,148,324,2015,United Healthcare Plan of NY,531
3708,1075,MARCH,Cattaraugus,593,1596,2015,HealthNow,444
5795,1315,MARCH,Cattaraugus,417,1929,2015,NYS Catholic Health Plan,2134
3570,902,MARCH,Cattaraugus,289,1074,2015,Univera Community Health,1305
9519,2357,MARCH,Cayuga,672,3759,2015,NYS Catholic Health Plan,2731
2501,727,MARCH,Cayuga,235,991,2015,United Healthcare Plan of NY,548
3347,1088,MARCH,Chautauqua,573,1520,2015,HealthNow,166
21827,5564,MARCH,Chautauqua,2019,9850,2015,NYS Catholic Health Plan,4394
303,40,MARCH,Chautauqua,7,46,2015,United Healthcare Plan of NY,210
1557,484,MARCH,Chautauqua,211,350,2015,Univera Community Health,512
13434,2993,MARCH,Chemung,1496,5548,2015,NYS Catholic Health Plan,3397
2266,482,MARCH,Chemung,279,792,2015,United Healthcare Plan of NY,713
7153,1798,MARCH,Chenango,573,2693,2015,NYS Catholic Health Plan,2089
1241,318,MARCH,Chenango,167,380,2015,United Healthcare Plan of NY,376
10835,2880,MARCH,Clinton,1178,4293,2015,NYS Catholic Health Plan,2484
1258,317,MARCH,Clinton,147,345,2015,United Healthcare Plan of NY,449
5044,1039,MARCH,Columbia,506,1796,2015,Capital District Physicians Health Plan,1703
4104,1049,MARCH,Columbia,259,1565,2015,NYS Catholic Health Plan,1231
188,13,MARCH,Columbia,4,18,2015,United Healthcare Plan of NY,153
6217,1544,MARCH,Cortland,489,2620,2015,NYS Catholic Health Plan,1564
1598,398,MARCH,Cortland,166,746,2015,Today's Options,288
6703,1679,MARCH,Delaware,257,2832,2015,NYS Catholic Health Plan,1935
18807,3999,MARCH,Dutchess,1730,7443,2015,Hudson Health Plan,5635
12105,2272,MARCH,Dutchess,810,3363,2015,NYS Catholic Health Plan,5660
3866,649,MARCH,Dutchess,313,1426,2015,Wellcare of New York,1478
21956,6372,MARCH,Erie,2715,10643,2015,HealthNow,2226
55140,11574,MARCH,Erie,5648,22609,2015,Independent Health Association,15309
46137,9227,MARCH,Erie,3908,18525,2015,NYS Catholic Health Plan,14477
41763,11650,MARCH,Erie,3996,18349,2015,Univera Community Health,7768
1527,195,MARCH,Erie,59,421,2015,Wellcare of New York,852
4787,1256,MARCH,Essex,348,1643,2015,NYS Catholic Health Plan,1540
249,31,MARCH,Essex,15,43,2015,United Healthcare Plan of NY,160
7456,1926,MARCH,Franklin,475,2830,2015,NYS Catholic Health Plan,2225
1622,396,MARCH,Fulton,212,562,2015,Capital District Physicians Health Plan,452
8622,2219,MARCH,Fulton,840,3089,2015,NYS Catholic Health Plan,2474
66,15,MARCH,Fulton,4,13,2015,United Healthcare Plan of NY,34
3962,899,MARCH,Genesee,409,1540,2015,MVP Health Plan,1114
3230,668,MARCH,Genesee,195,1162,2015,NYS Catholic Health Plan,1205
211,26,MARCH,Genesee,16,44,2015,United Healthcare Plan of NY,125
4079,847,MARCH,Greene,441,1425,2015,Capital District Physicians Health Plan,1366
3668,963,MARCH,Greene,336,1225,2015,NYS Catholic Health Plan,1144
600,161,MARCH,Hamilton,13,192,2015,NYS Catholic Health Plan,234
2153,582,MARCH,Herkimer,192,735,2015,Excellus Health Plan,644
9614,2483,MARCH,Herkimer,663,3702,2015,NYS Catholic Health Plan,2766
39,18,MARCH,Herkimer,12,9,2015,United Healthcare Plan of NY,0
200,5,MARCH,Jefferson,3,16,2015,MVP Health Plan,176
520,82,MARCH,Jefferson,26,84,2015,NYS Catholic Health Plan,328
16073,4467,MARCH,Jefferson,1035,6482,2015,United Healthcare Plan of NY,4089
2985,759,MARCH,Lewis,187,1136,2015,NYS Catholic Health Plan,903
1238,286,MARCH,Lewis,101,404,2015,United Healthcare Plan of NY,447
5117,1366,MARCH,Livingston,462,2361,2015,Excellus Health Plan,928
1461,303,MARCH,Livingston,163,605,2015,MVP Health Plan,390
1277,267,MARCH,Livingston,50,437,2015,NYS Catholic Health Plan,523
7017,1800,MARCH,Madison,496,2890,2015,NYS Catholic Health Plan,1831
2078,727,MARCH,Madison,164,739,2015,United Healthcare Plan of NY,448
96158,21755,MARCH,Monroe,10101,43349,2015,Excellus Health Plan,20953
19257,3233,MARCH,Monroe,2467,8077,2015,MVP Health Plan,5480
19068,4919,MARCH,Monroe,2293,7444,2015,NYS Catholic Health Plan,4412
3356,739,MARCH,Monroe,219,944,2015,United Healthcare Plan of NY,1454
3847,877,MARCH,Montgomery,382,1727,2015,Capital District Physicians Health Plan,861
6816,1646,MARCH,Montgomery,606,2845,2015,NYS Catholic Health Plan,1719
21278,4977,MARCH,Nassau,1317,10872,2015,Affinity Health Plan,4112
17509,3994,MARCH,Nassau,1040,7298,2015,Amerigroup,5177
36919,7469,MARCH,Nassau,1906,15727,2015,HealthFirst PHSP,11817
26060,6367,MARCH,Nassau,2648,10612,2015,HIP of Greater New York,6433
38950,8328,MARCH,Nassau,2159,19042,2015,NYS Catholic Health Plan,9421
44408,9366,MARCH,Nassau,2436,18031,2015,United Healthcare Plan of NY,14575
14205,3052,MARCH,Niagara,1660,5670,2015,Independent Health Association,3823
20908,5305,MARCH,Niagara,1629,8484,2015,NYS Catholic Health Plan,5490
1068,281,MARCH,Niagara,75,186,2015,United Healthcare Plan of NY,526
9338,2345,MARCH,Oneida,891,3863,2015,Excellus Health Plan,2239
34376,7841,MARCH,Oneida,3363,16210,2015,NYS Catholic Health Plan,6962
4707,1209,MARCH,Oneida,531,2134,2015,United Healthcare Plan of NY,833
35339,7048,MARCH,Onondaga,2679,13065,2015,NYS Catholic Health Plan,12547
31013,6760,MARCH,Onondaga,4237,14644,2015,Today's Options,5372
14245,3330,MARCH,Onondaga,1348,5528,2015,United Healthcare Plan of NY,4039
11413,2637,MARCH,Ontario,904,4663,2015,Excellus Health Plan,3209
1242,175,MARCH,Ontario,107,323,2015,MVP Health Plan,637
727,112,MARCH,Ontario,43,160,2015,NYS Catholic Health Plan,412
170,3,MARCH,Ontario,5,10,2015,United Healthcare Plan of NY,152
18822,3900,MARCH,Orange,1341,8783,2015,Affinity Health Plan,4798
20413,4297,MARCH,Orange,1554,8249,2015,Hudson Health Plan,6313
25714,5996,MARCH,Orange,781,14405,2015,NYS Catholic Health Plan,4532
1553,252,MARCH,Orange,73,279,2015,United Healthcare Plan of NY,949
2237,526,MARCH,Orange,217,866,2015,Wellcare of New York,628
3035,726,MARCH,Orleans,213,1284,2015,Excellus Health Plan,812
1107,362,MARCH,Orleans,126,548,2015,HealthNow,71
3496,877,MARCH,Orleans,180,1376,2015,NYS Catholic Health Plan,1063
17214,4086,MARCH,Oswego,1408,7185,2015,NYS Catholic Health Plan,4535
7031,1924,MARCH,Oswego,692,2927,2015,United Healthcare Plan of NY,1488
4014,1045,MARCH,Otsego,329,1489,2015,Excellus Health Plan,1151
4640,1021,MARCH,Otsego,290,1282,2015,NYS Catholic Health Plan,2047
761,48,MARCH,Putnam,40,88,2015,Amerigroup,585
6105,1043,MARCH,Putnam,338,2035,2015,NYS Catholic Health Plan,2689
17052,3090,MARCH,Rensselaer,1949,7668,2015,Capital District Physicians Health Plan,4345
201,10,MARCH,Rensselaer,3,20,2015,MVP Health Plan,168
5741,1215,MARCH,Rensselaer,542,2409,2015,NYS Catholic Health Plan,1575
274,32,MARCH,Rensselaer,18,71,2015,United Healthcare Plan of NY,153
937,197,MARCH,Rensselaer,121,325,2015,Wellcare of New York,294
5757,1547,MARCH,Rockland,451,2220,2015,Affinity Health Plan,1539
14248,2809,MARCH,Rockland,617,7120,2015,Hudson Health Plan,3702
52579,13058,MARCH,Rockland,1060,28636,2015,NYS Catholic Health Plan,9825
2456,327,MARCH,Rockland,59,277,2015,United Healthcare Plan of NY,1793
2095,374,MARCH,Rockland,102,1232,2015,Wellcare of New York,387
12955,3518,MARCH,St Lawrence,997,5325,2015,NYS Catholic Health Plan,3115
4859,1408,MARCH,St Lawrence,426,1856,2015,United Healthcare Plan of NY,1169
13538,3535,MARCH,Saratoga,1080,4471,2015,Capital District Physicians Health Plan,4452
327,0,MARCH,Saratoga,1,0,2015,MVP Health Plan,326
7138,2207,MARCH,Saratoga,373,2315,2015,NYS Catholic Health Plan,2243
15378,2767,MARCH,Schenectady,1923,6035,2015,Capital District Physicians Health Plan,4653
306,10,MARCH,Schenectady,6,14,2015,MVP Health Plan,276
15341,3103,MARCH,Schenectady,1378,5562,2015,NYS Catholic Health Plan,5298
2992,742,MARCH,Schoharie,178,1111,2015,Capital District Physicians Health Plan,961
1783,533,MARCH,Schoharie,110,652,2015,NYS Catholic Health Plan,488
2945,699,MARCH,Schuyler,167,1085,2015,NYS Catholic Health Plan,994
4288,1074,MARCH,Seneca,422,1820,2015,Excellus Health Plan,972
361,38,MARCH,Seneca,11,95,2015,NYS Catholic Health Plan,217
143,41,MARCH,Seneca,14,46,2015,United Healthcare Plan of NY,42
15714,3769,MARCH,Steuben,1369,5879,2015,NYS Catholic Health Plan,4697
28148,5933,MARCH,Suffolk,1351,11787,2015,Affinity Health Plan,9077
59397,10231,MARCH,Suffolk,3371,27642,2015,HealthFirst PHSP,18153
27428,7120,MARCH,Suffolk,2128,8513,2015,HIP of Greater New York,9667
43290,9525,MARCH,Suffolk,2314,16584,2015,NYS Catholic Health Plan,14867
53755,12758,MARCH,Suffolk,2733,17336,2015,United Healthcare Plan of NY,20928
12237,2639,MARCH,Sullivan,971,4958,2015,Hudson Health Plan,3669
4815,1066,MARCH,Sullivan,301,1820,2015,NYS Catholic Health Plan,1628
1839,561,MARCH,Tioga,139,782,2015,Capital District Physicians Health Plan,357
4989,1031,MARCH,Tioga,313,1819,2015,NYS Catholic Health Plan,1826
671,101,MARCH,Tioga,40,115,2015,United Healthcare Plan of NY,415
4648,916,MARCH,Tompkins,282,1335,2015,NYS Catholic Health Plan,2115
5717,1495,MARCH,Tompkins,508,2687,2015,Today's Options,1027
15298,3744,MARCH,Ulster,1206,5403,2015,Hudson Health Plan,4945
9165,1660,MARCH,Ulster,589,3468,2015,NYS Catholic Health Plan,3448
1085,152,MARCH,Ulster,39,176,2015,United Healthcare Plan of NY,718
3214,768,MARCH,Ulster,397,1393,2015,Wellcare of New York,656
211,6,MARCH,Warren,2,5,2015,MVP Health Plan,198
7524,1918,MARCH,Warren,502,2793,2015,NYS Catholic Health Plan,2311
922,245,MARCH,Warren,82,266,2015,United Healthcare Plan of NY,329
4213,833,MARCH,Washington,335,1324,2015,Capital District Physicians Health Plan,1721
6143,1353,MARCH,Washington,441,2229,2015,NYS Catholic Health Plan,2120
12188,2714,MARCH,Wayne,1038,4288,2015,Excellus Health Plan,4148
2094,406,MARCH,Wayne,182,587,2015,NYS Catholic Health Plan,919
230,14,MARCH,Wayne,16,17,2015,United Healthcare Plan of NY,183
20461,5045,MARCH,Westchester,1476,7565,2015,Affinity Health Plan,6375
12453,2810,MARCH,Westchester,1164,3670,2015,HIP of Greater New York,4809
67731,14290,MARCH,Westchester,4095,33395,2015,Hudson Health Plan,15951
32518,7788,MARCH,Westchester,1796,10029,2015,NYS Catholic Health Plan,12905
6007,811,MARCH,Westchester,274,739,2015,United Healthcare Plan of NY,4183
1848,594,MARCH,Wyoming,94,936,2015,HealthNow,224
2915,458,MARCH,Wyoming,57,706,2015,NYS Catholic Health Plan,1694
3473,798,MARCH,Yates,247,1191,2015,Excellus Health Plan,1237
296,30,MARCH,Yates,14,45,2015,NYS Catholic Health Plan,207
21262,3216,APRIL,Albany,2717,15329,2013,Capital District Physicians Health Plan,
8204,1656,APRIL,Albany,764,5784,2013,NYS Catholic Health Plan,
1681,301,APRIL,Albany,257,1123,2013,Wellcare of New York,
2979,477,APRIL,Allegany,388,2114,2013,HealthNow,
358,79,APRIL,Allegany,30,249,2013,NYS Catholic Health Plan,
1916,253,APRIL,Allegany,177,1486,2013,Univera Community Health,
273,21,APRIL,Broome,71,181,2013,Capital District Physicians Health Plan,
21481,3503,APRIL,Broome,2969,15009,2013,Excellus Health Plan,
4011,568,APRIL,Broome,782,2661,2013,NYS Catholic Health Plan,
374,97,APRIL,Broome,86,191,2013,United Healthcare Plan of NY,
4282,540,APRIL,Cattaraugus,769,2973,2013,HealthNow,
3209,393,APRIL,Cattaraugus,341,2475,2013,NYS Catholic Health Plan,
1954,303,APRIL,Cattaraugus,215,1436,2013,Univera Community Health,
3034,492,APRIL,Cayuga,258,2284,2013,Excellus Health Plan,
4776,675,APRIL,Cayuga,459,3642,2013,NYS Catholic Health Plan,
1096,172,APRIL,Cayuga,141,783,2013,United Healthcare Plan of NY,
4140,675,APRIL,Chautauqua,682,2783,2013,HealthNow,
15888,2462,APRIL,Chautauqua,1876,11550,2013,NYS Catholic Health Plan,
1065,322,APRIL,Chautauqua,187,556,2013,Univera Community Health,
6007,684,APRIL,Chemung,773,4550,2013,Excellus Health Plan,
5540,777,APRIL,Chemung,821,3942,2013,NYS Catholic Health Plan,
5265,704,APRIL,Chenango,384,4177,2013,NYS Catholic Health Plan,
979,177,APRIL,Chenango,100,702,2013,United Healthcare Plan of NY,
8532,1333,APRIL,Clinton,902,6297,2013,NYS Catholic Health Plan,
970,234,APRIL,Clinton,129,607,2013,United Healthcare Plan of NY,
3378,546,APRIL,Columbia,511,2321,2013,Capital District Physicians Health Plan,
2753,464,APRIL,Columbia,231,2058,2013,NYS Catholic Health Plan,
4759,650,APRIL,Cortland,461,3648,2013,NYS Catholic Health Plan,
1594,216,APRIL,Cortland,172,1206,2013,SCHC Total Care,
4841,889,APRIL,Delaware,163,3789,2013,NYS Catholic Health Plan,
7767,1135,APRIL,Dutchess,958,5674,2013,Hudson Health Plan,
6876,1122,APRIL,Dutchess,854,4900,2013,MVP Health Plan,
5366,1038,APRIL,Dutchess,616,3712,2013,NYS Catholic Health Plan,
2100,202,APRIL,Dutchess,270,1628,2013,Wellcare of New York,
22618,4108,APRIL,Erie,2983,15527,2013,HealthNow,
36809,5896,APRIL,Erie,5602,25311,2013,Independent Health Association,
27202,4069,APRIL,Erie,3562,19571,2013,NYS Catholic Health Plan,
34229,6151,APRIL,Erie,3795,24283,2013,Univera Community Health,
3370,532,APRIL,Essex,260,2578,2013,NYS Catholic Health Plan,
4967,907,APRIL,Franklin Mandatory,164,3896,2013,NYS Catholic Health Plan,
1303,197,APRIL,Fulton,211,895,2013,Capital District Physicians Health Plan,
6869,1066,APRIL,Fulton,780,5023,2013,NYS Catholic Health Plan,
2502,307,APRIL,Genesee,213,1982,2013,HealthNow,
1979,255,APRIL,Genesee,287,1437,2013,MVP Health Plan,
807,150,APRIL,Genesee,64,593,2013,NYS Catholic Health Plan,
2868,432,APRIL,Greene,437,1999,2013,Capital District Physicians Health Plan,
2843,555,APRIL,Greene,310,1978,2013,NYS Catholic Health Plan,
348,56,APRIL,Hamilton,4,288,2013,NYS Catholic Health Plan,
1548,257,APRIL,Herkimer,198,1093,2013,Excellus Health Plan,
6650,1036,APRIL,Herkimer,610,5004,2013,NYS Catholic Health Plan,
56,6,APRIL,Herkimer,10,40,2013,United Healthcare Plan of NY,
8490,1170,APRIL,Jefferson,437,6883,2013,Excellus Health Plan,
2159,393,APRIL,Jefferson,142,1624,2013,United Healthcare Plan of NY,
1711,192,APRIL,Lewis,102,1417,2013,Excellus Health Plan,
716,105,APRIL,Lewis,58,553,2013,NYS Catholic Health Plan,
4026,567,APRIL,Livingston,432,3027,2013,Excellus Health Plan,
1099,164,APRIL,Livingston,180,755,2013,MVP Health Plan,
740,186,APRIL,Livingston,31,523,2013,NYS Catholic Health Plan,
3755,535,APRIL,Madison,337,2883,2013,Excellus Health Plan,
2465,366,APRIL,Madison,210,1889,2013,NYS Catholic Health Plan,
756,135,APRIL,Madison,75,546,2013,United Healthcare Plan of NY,
